feature,importance_mean,importance_std
vendor_grouped,0.1233777300278092,0.008611703946206093
log_total_value_usd,0.04291823831692236,0.014503906508764194
shipment_mode,0.030619305039041346,0.01022807973929534
line_item_count,0.019279564529503808,0.007110099616427934
country,0.006508977395407414,0.028369304975414945
scheduled_month,-0.0015949794064678447,0.012616247746033458
